canonical_key,match_value,display_term,enriched_description,category,potential
lap-mei-claypot-rice,臘味煲仔飯,臘味煲仔飯,Claypot rice with Chinese cured meats classic HK winter dish,fnb,high
a5-wagyu,a5和牛,A5和牛,Premium Japanese A5 grade wagyu beef intense marbling,fnb,high
teriyaki-salmon,照燒三文魚,照燒三文魚,Teriyaki-glazed salmon fillet Japanese-Western fusion,fnb,high
kora-yaki,甲羅燒,甲羅燒,Japanese grilled crab shell with crab meat miso and egg,fnb,high
salmon-roe,三文魚子,三文魚子,Salmon roe ikura sushi topping and garnish,fnb,high
korean-bbq,韓式燒肉,韓式燒肉,Korean-style grilled meat BBQ hugely popular in HK,fnb,high
beef-short-ribs,牛肋骨,牛肋骨,Beef short ribs galbi cut popular in Korean BBQ,fnb,high
ser-wong-fun,蛇王芬,蛇王芬,Historic HK restaurant in Central snake soup since 1895,poi,medium
snake-soup,蛇羹,蛇羹,Traditional Cantonese snake soup HK winter delicacy,fnb,high
sakura-shrimp-meat-patty,櫻花蝦肉餅,櫻花蝦肉餅,Handmade meat patty with sakura shrimp and fried egg,fnb,high
leung-hop-restaurant,兩合特色餐廳,兩合特色餐廳,HK restaurant in Tuen Mun sakura shrimp meat patty rice,poi,medium
sakura-shrimp,櫻花蝦,櫻花蝦,Tiny dried sakura shrimp aromatic topping in HK dishes,fnb,high
meat-patty,肉餅,肉餅,HK-style steamed or pan-fried meat patty classic home dish,fnb,high
cold-cuts,cold cuts,Cold Cuts,Italian-style cold cuts and charcuterie board,fnb,medium
ask-for-alonzo,askforalonzo,Ask For Alonzo,Italian restaurant chain in HK casual trattoria,poi,medium
handmade-dim-sum,手工點心,手工點心,Handmade dim sum traditional craftsmanship for quality yum cha,fnb,high
tai-wai-dining-room,大圍小館,大圍小館,Popular HK restaurant in Tai Wai nostalgic handmade dim sum,poi,medium
black-cod,黑鱈魚,黑鱈魚,Black cod sablefish buttery texture miso-marinated,fnb,high
sirloin-beef,sirloin,Sirloin,Premium beef sirloin cut popular steak choice in HK,fnb,medium
the-grill-room,thegrillroomhk,The Grill Room,Western grill restaurant in TST steaks and date-night,poi,medium
cod-milt,鱈魚白子,鱈魚白子,Cod milt shirako Japanese delicacy creamy custard texture,fnb,high
hamachi,油甘魚,油甘魚,Yellowtail amberjack hamachi popular sashimi fish,fnb,high
scallop,帆立貝,帆立貝,Japanese scallop hotate sweet and tender sushi staple,fnb,high
fa-chen-yue-xi,花晨月夕,花晨月夕,Upscale Japanese restaurant in TST refined omakase,poi,medium
beef-hotpot,牛肉火鍋,牛肉火鍋,Hotpot focused on premium beef Taiwanese-style all-you-can-eat,fnb,high
ngau-ban,牛品,牛品,Taiwanese-style beef hotpot buffet chain in HK,poi,medium
fried-dinosaur-egg,炸恐龍蛋,炸恐龍蛋,Deep-fried shrimp paste ball with century egg Thai-HK fusion,fnb,high
green-curry,青咖喱,青咖喱,Thai green curry with coconut milk served with chicken roti,fnb,high
thai-raw-shrimp,泰式生蝦,泰式生蝦,Thai-style raw shrimp with spicy garlic-lime dressing,fnb,high
grilled-pork-neck,燒豬頸肉,燒豬頸肉,Thai-style grilled pork neck kor mu yang tender flavorful,fnb,high
stir-fried-morning-glory,飛天通菜,飛天通菜,Thai stir-fried water spinach with garlic and chili,fnb,high
rose-gold-tofu,玫瑰金磚,玫瑰金磚,Crispy golden fried tofu brick trending HK street food,fnb,high
ginger-scallion-fish-head-claypot,薑蔥魚雲煲,薑蔥魚雲煲,Cantonese claypot fish head ginger scallion dai pai dong classic,fnb,high
garlic-steamed-prawns,蒜蓉蒸海蝦,蒜蓉蒸海蝦,Steamed whole prawns minced garlic scallions Cantonese seafood,fnb,high
vegetarian-food,素食,素食,Vegetarian cuisine growing food category in HK,fnb,low
vegan-food,vegan,Vegan,Plant-based vegan cuisine emerging food trend in HK,fnb,low
stinky-tofu,臭豆腐,臭豆腐,Fermented tofu deep-fried with chili sauce iconic HK street food,fnb,high
souffle-egg-cup,梳乎里厚蛋燒,梳乎里厚蛋燒,Souffle-style thick egg cup fluffy baked egg dessert,fnb,high
mongkok-cafe,旺角冰室,旺角冰室,Mongkok Cafe popular HK cha chaan teng chain since 2017,poi,medium
hk-cha-chaan-teng,香港茶餐廳,茶餐廳,HK-style cha chaan teng quintessential local diner,fnb,high
hk-dessert,港式甜品,港式甜品,HK-style desserts mango pomelo sago sweet soups egg waffles,fnb,high
fish-ball-noodles,魚蛋粉,魚蛋粉,HK-style fish ball rice noodles in clear broth noodle staple,fnb,high
fried-fish-skin,炸魚皮,炸魚皮,Deep-fried fish skin crispy HK snack,fnb,high
put-chai-ko,缽仔糕,缽仔糕,Traditional HK steamed rice pudding with red beans,fnb,high
fish-ball,魚蛋,魚蛋,HK-style fish balls pounded fish paste ubiquitous street food,fnb,high
sam-choi-fish-ball-noodles,三才魚蛋粉麵,三才魚蛋粉麵,Long-established HK noodle shop Causeway Bay house-made fish balls,poi,medium
double-boiled-soup,燉品,燉品,Chinese double-boiled nourishing soups slow-cooked ceramic pots,fnb,high
mikan-dai-sashimi,蜜柑鯛刺身,蜜柑鯛刺身,Mikan-fed sea bream sashimi from Ehime Japan citrus aroma,fnb,high
octopus,八爪魚,八爪魚,Octopus common ingredient from takoyaki to sashimi,fnb,medium
mozuku-seaweed,水雲藻,水雲藻,Okinawan mozuku seaweed vinegared appetizer,fnb,high
ming-kei-chiu-chow,明記潮館,明記潮館,Popular Chiu Chow daa laang restaurant Mongkok high-CP late-night,poi,medium
earl-grey-ice-cream,伯爵茶雪糕,伯爵茶雪糕,Earl grey tea flavored ice cream tea-infused dessert,fnb,medium
strawberry-condensed-milk-ice-cream,草莓煉奶雪糕,草莓煉奶雪糕,Strawberry ice cream with condensed milk HK dessert flavor,fnb,medium
french-oysters,法國生蠔,法國生蠔,Fresh French oysters premium imported seafood HK fine dining,fnb,high
tin-chi-vegetarian,天賜素齋,天賜素齋,HK vegetarian restaurant chain classic Chinese Buddhist cuisine,poi,medium
xiao-long-bao,小籠包,小籠包,Shanghai-style soup dumplings pork hot broth hugely popular,fnb,high
jiu-niang-tang-yuan,酒釀小丸子,酒釀小丸子,Fermented rice wine dessert glutinous rice balls Shanghainese,fnb,high
salted-pork-napa-cabbage,咸肉津白,咸肉津白,Shanghainese napa cabbage braised with salted pork milky broth,fnb,high
spicy-mixed-sashimi,辣拌魚生,辣拌魚生,Korean-style spicy mixed raw fish salad trending in HK,fnb,high
korean-izakaya,韓式居酒屋,韓式居酒屋,Korean-style izakaya pub anju dishes with drinking culture,fnb,high
black-thorn-durian,黑刺榴槤,黑刺榴槤,Premium Black Thorn durian from Malaysia creamy bittersweet,fnb,high
napoleon-cake,拿破崙蛋糕,拿破崙蛋糕,Layered puff pastry Napoleon mille-feuille cake HK bakery,fnb,high
chocolate-pistachio,朱古力開心果,朱古力開心果,Chocolate and pistachio flavor combination trending in HK pastries,fnb,medium
ramen,豚肉拉麵,拉麵,"Japanese wheat noodle soup dish, one of HK's most popular dining categories with dedicated ramen shops across every district",fnb,high
ramen,豚骨拉麵,拉麵,"Japanese wheat noodle soup dish, one of HK's most popular dining categories with dedicated ramen shops across every district",fnb,high
fried-chicken,炸雞,炸雞,Fried chicken Korean Japanese karaage and Western styles,fnb,medium
bari-uma-ramen,霸嗎拉麵,霸嗎拉麵,Bari-Uma Ramen popular HK chain from Hiroshima rich tonkotsu,poi,medium
lava-custard-napoleon-tart,流心布甸拿破崙撻,流心布甸拿破崙撻,XXL lava custard napoleon tart viral HK bakery CASABAKE,fnb,high
dubai-chocolate,開心果醬,杜拜朱古力,"Dubai-style premium chocolate with pistachio and kataifi filling (杜拜朱古力), a viral social media food trend that exploded in HK",fnb,high
isobe-yaki,磯燒,磯燒,Japanese isobe-yaki seafood grill interactive tabletop dining,fnb,high
sundubu-jjigae,韓式豆腐鍋,韓式豆腐鍋,Korean soft tofu stew sundubu jjigae spicy comforting,fnb,high
kkongchi-bibimbap,泥蚶拌飯,泥蚶拌飯,Korean cockle bibimbap seasoned rice with fresh cockles,fnb,high
cheese-foam-tea,芝士奶蓋,芝士奶蓋,Cheese foam tea popular HK bubble tea creamy salted cheese cap,fnb,high
roasted-oolong-tea,焙烏龍,焙烏龍,Roasted oolong tea nutty aromatic tea base in HK bubble tea,fnb,high
dejeng-tea,得正,得正,Taiwanese bubble tea chain Dejeng HK Causeway Bay cheese foam tea,poi,medium
siu-mei,燒臘,燒臘,HK-style roast meats siu mei char siu roast duck crispy pork,fnb,high
yau-kat-siu-mei,有吉燒臘,有吉燒臘,HK-style roast meat restaurant Taiwan Ximending char siu roast duck,poi,medium
red-prawn-tartare,紅蝦他他,紅蝦他他,Red prawn tartare refined raw prawn with avocado appetizer,fnb,high
cornbread,粟米包,粟米包,American-style cornbread trending HK brunch item with bacon,fnb,medium
hotpot,任食邊爐,火鍋,"Hot pot dining format where diners cook raw ingredients in simmering broth at the table, a HK staple",fnb,high
tao-heung,稻香,稻香,Major HK restaurant group Tao Heung hotpot Cantonese banquet,poi,medium
beef-tartare,生牛肉他他,生牛肉他他,Raw beef tartare classic French dish HK fine dining and Korean,fnb,high
laksa,叻沙,叻沙,Southeast Asian spicy coconut curry noodle soup popular in HK,fnb,high
sweet-sour-pork,生炒骨,生炒骨,Classic Cantonese sweet and sour pork beloved HK comfort food,fnb,high
stuffed-chicken-wing,瑤柱糯米釀雞翼,瑤柱糯米釀雞翼,Deboned chicken wing conpoy glutinous rice Cantonese banquet,fnb,high
truffle-pasta,松露意大利麵,松露意大利麵,Truffle pasta indulgent Italian dish black truffle shavings,fnb,high
risotto,意大利飯,意大利飯,Italian risotto creamy rice dish popular in HK Italian restaurants,fnb,medium
sun-tong-lok,新同樂,新同樂,Legendary HK Cantonese fine dining Sun Tong Lok abalone luxury,poi,medium
napoleon-puff,拿破崙泡芙,拿破崙泡芙,Crispy Napoleon puff pastry with cream trending HK bakery Milkfill,fnb,high
scallion-nougat,葱香牛轧,葱香牛轧,Scallion-flavored nougat Napoleon pastry viral Yu Lian Tea House,fnb,high
yu-lian-tea-house,裕莲茶楼,裕莲茶楼,Yu Lian Tea House trending chain scallion nougat pastries,poi,medium
tanka-private-kitchen,蜑家私房菜,蜑家私房菜,Tanka boat-people style private kitchen authentic seafood cuisine,fnb,high
maocai,冒菜,冒菜,Sichuan-style maocai individual hotpot bowl spicy mala broth,fnb,high
beef-ball,牛肉丸,牛肉丸,Chaoshan-style hand-pounded beef balls springy texture hotpot,fnb,high
spicy-fish-skin,麻辣魚皮,麻辣魚皮,Spicy mala fish skin crispy numbing Sichuan-style cold dish,fnb,high
char-siu-rice,叉燒飯,叉燒飯,HK-style char siu BBQ pork rice iconic comfort food staple,fnb,high
grilled-chicken-skewers,烤雞串,烤雞串,Middle Eastern-style grilled chicken skewers popular mezze,fnb,medium
curry-egg-braised-pork-rice,咖哩滑蛋滷肉飯,咖哩滑蛋滷肉飯,HK-style curry scrambled egg braised pork rice affordable comfort,fnb,high
slow-cook-gyudon,慢煮牛丼,慢煮牛丼,Slow-cooked Japanese beef rice bowl trending HK specialty shops,fnb,high
boat-noodles,船麵,船麵,Thai boat noodles intense pork-blood broth small bowls,fnb,high
roasted-cauliflower,烤椰菜花,烤椰菜花,Whole roasted cauliflower trending vegetarian main HK Western,fnb,medium
avocado-cream,牛油果醬,牛油果醬,Creamy avocado sauce popular HK brunch and Mexican accompaniment,fnb,medium
ise-ebi,伊勢海老,伊勢海老,Japanese spiny lobster Ise ebi premium HK fine dining,fnb,high
botan-ebi,牡丹蝦,牡丹蝦,Japanese spot prawn botan ebi sweet creamy sashimi delicacy,fnb,high
pineapple-cake,鳳梨酥,鳳梨酥,Taiwanese pineapple cake popular gift pastry in HK,fnb,high
mille-feuille,千層酥,千層酥,Layered puff pastry mille-feuille popular HK bakery dessert,fnb,high
salted-egg-yolk,鹹蛋黃,鹹蛋黃,Salted egg yolk trending HK flavor snacks pastries sauces,fnb,high
peanut-brittle,花生酥糖,花生酥糖,Peanut brittle candy traditional HK and Chinese confectionery,fnb,medium
chocolate-cookies,朱古力曲奇,朱古力曲奇,Chocolate cookies popular HK bakery and festive gifting,fnb,medium
tiger-prawn,大虎蝦,大虎蝦,Large tiger prawns premium teppanyaki and Cantonese seafood,fnb,high
okinawa-pork,沖繩豚肉,沖繩豚肉,Okinawan pork prized for rich flavor featured in HK teppanyaki,fnb,high
crab-fried-rice,蟹肉炒飯,蟹肉炒飯,Fried rice with crab meat popular teppanyaki finale dish,fnb,high
yellow-curry,黃咖喱,黃咖喱,Thai yellow curry with coconut milk milder than green popular HK,fnb,high
coconut-soda,椰子梳打,椰子梳打,Coconut soda refreshing Thai drink popular in HK Thai restaurants,fnb,medium
braised-pork-belly,滷豚肉,滷豚肉,Braised pork belly tender flavorful HK comfort food over rice,fnb,high
pork-chop-lo-ding,豬扒撈丁,豬扒撈丁,HK-style pork chop tossed instant noodles classic cha chaan teng,fnb,high
shrimp-soup-pan-fried-cheung-fun,蝦湯煎腸粉,蝦湯煎腸粉,Pan-fried rice rolls in shrimp broth creative HK fusion dish,fnb,high
xo-sauce,xo醬,XO醬,HK-origin XO sauce premium condiment dried seafood chili,fnb,high
shrimp-oil,蝦油,蝦油,Aromatic shrimp oil HK condiment from shrimp heads and shells,fnb,high
michelin-three-star,米芝蓮三星,米芝蓮三星,Michelin three-star restaurants highest fine dining accolade HK,fnb,low
fusion-cuisine,fusion,Fusion,Fusion cuisine blending culinary traditions popular HK innovative,fnb,low
fusion-cuisine,創新料理,Fusion菜,"Culinary approach blending elements from different food traditions, a defining characteristic of contemporary HK dining",fnb,low
tom-yum-goong,冬蔭功,冬蔭功,Thai tom yum goong spicy sour shrimp soup popular HK Thai,fnb,high
roganic,roganic,Roganic,Michelin-starred sustainable British restaurant Causeway Bay HK,poi,medium
bushra,bushra,Bushra,Middle Eastern restaurant TST Arabian decor belly dance two floors,poi,medium
beef-tartare,生牛肉,牛肉他他,"Raw beef tartare dish, trending in HK fine dining and izakaya",fnb,high
beef-tartare,steaktartare,牛肉他他,"Raw beef tartare dish, trending in HK fine dining and izakaya",fnb,high
